description,r2_value,mean_abs_error_value,mean_square_error_value,fit_time,score_time,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_median_absolute_error,test_neg_root_mean_squared_error,test_r2,iteration
KernelRidge,0.134120858246202,0.2183548090724967,0.25518381063541196,0.5881515502929687,0.04160327911376953,-0.7424760121831238,-0.21855931890053476,-0.06450851701136692,-0.21884575547424318,-0.25397708395896046,0.14416587629273311,21
GaussianProcessRegressor,-1.5111342638420582,0.3440458573984809,0.4345697041604825,2.936838674545288,0.7984478950500489,-0.741973217,-0.3409087847618532,-0.18658527364336003,-0.28452809419999997,-0.43182720926464696,-1.4748898586770067,21
BayesianRidge,0.14703615493090305,0.21770269300477432,0.25327352271058506,0.07936625480651856,0.0033028125762939453,-0.6940849536806928,-0.2187015924688822,-0.06384070579765094,-0.22043654764710965,-0.25265694479509065,0.15299643106265087,21
TweedieRegressor,0.13351695259540253,0.21832331525424356,0.2552727838400877,0.044970130920410155,0.002986431121826172,-0.7396728514135902,-0.21859700112443395,-0.06452797174472565,-0.2191396161096822,-0.2540148957703232,0.14390807909547132,21
SGDRegressor,-2.4207495601485685e+37,1.347311735691428e+18,1.3492716962216993e+18,0.04492483139038086,0.003095054626464844,-6.3660408589104e+17,-4.4327366257032506e+17,-7.87368487109457e+35,-4.3742967552171936e+17,-4.522996317720858e+17,-1.0413209050314032e+37,21
PassiveAggressiveRegressor,-0.019189887051489496,0.23700639800913423,0.27685478389365253,0.05306849479675293,0.0030722618103027344,-0.6761016637485324,-0.2614901300358539,-0.10253715434778912,-0.2214424909643513,-0.31844793617739964,-0.3625603248798,21
GradientBoostingRegressor,0.3820309601183556,0.18442464691983132,0.2155796875804216,26.0054892539978,0.0055621623992919925,-0.5736770829915188,-0.18619428311431327,-0.04717394604157753,-0.18060792482699073,-0.21718141099946825,0.3741148046134183,21
HistGradientBoostingRegressor,0.47411485087737293,0.15761719562812895,0.19887030176052142,2.6745620250701903,0.012971448898315429,-0.6304647147167615,-0.16187965649590808,-0.04186500575081951,-0.1331330240802145,-0.20457205884144036,0.4444568304300251,21
AdaBoostRegressor,0.09417816055588646,0.23895594633518444,0.26100322470448195,8.014445066452026,0.010275125503540039,-0.45692705200749373,-0.24043756301236013,-0.0688293962202799,-0.26564747582339165,-0.2623485071712731,0.087090721389434,21
RandomForestRegressor,0.40324009753989143,0.16862665161853324,0.2118479650095715,53.504670476913454,0.02744917869567871,-0.6469413249620002,-0.17107073957658153,-0.04548272757018366,-0.14604603856099999,-0.21323706570277817,0.39643737953498787,21
ExtraTreesRegressor,0.3234418283921219,0.17376481950598743,0.22556777276013237,14.864368009567261,0.03160881996154785,-0.7071522297280002,-0.17590182389242823,-0.05161411709568853,-0.14239902528599996,-0.22715465340588498,0.31504461331272815,21
BaggingRegressor,0.37622084145578294,0.16953666921152435,0.21659075217621554,5.512422561645508,0.007218360900878906,-0.65223919848,-0.17690879045448363,-0.049233425084870774,-0.14726528154999996,-0.22185156489158836,0.34682712022862244,21
DecisionTreeRegressor,-0.00020960224885580026,0.19608252574264012,0.27426474741249246,1.0058536052703857,0.0032883167266845705,-0.7759641872000002,-0.20567987178563993,-0.08129326451023208,-0.13053103230000002,-0.28463180614292066,-0.07972704117642407,21
SVR,0.14215411816846513,0.22220736023222606,0.25399730860266706,0.8484964847564698,0.3943053722381592,-0.5934975216693161,-0.22543148153481535,-0.065519468908064,-0.22924039347581465,-0.25594666492395257,0.13068730833346492,21
KNeighborsRegressor,0.41004706925460266,0.1621772707503929,0.21063627258070172,0.0058386802673339845,0.17189087867736816,-0.677786368,-0.16913868159753778,-0.047312975800774516,-0.13680926590000003,-0.21747504852019928,0.37216149714149094,21
PLSRegression,0.14059706427253083,0.21895859720196348,0.25422771607456,0.012713289260864258,0.003547859191894531,-0.6880865958698843,-0.2215141926760004,-0.06507642318433522,-0.2251471064487509,-0.25508201230581345,0.13648535900755226,21
