activity_lasso,activity_elastic,expression_lasso,expression_elastic,metrics,method
-0.0024482372235501426,-0.0024482372235501426,-0.0015621451649692197,-0.0015621451649692197,r2_value,prottrans_t5_uniref
0.07601164492380445,0.07601164492380445,0.037954121330124636,0.037954121330124636,mse_value,prottrans_t5_uniref
0.27570209452197575,0.27570209452197575,0.19481817505080123,0.19481817505080123,rmse_value,prottrans_t5_uniref
-0.0024482372235501426,-0.0024482372235501426,-0.0015621451649692197,-0.0015621451649692197,r2_value,prottrans_albert
0.07601164492380445,0.07601164492380445,0.037954121330124636,0.037954121330124636,mse_value,prottrans_albert
0.27570209452197575,0.27570209452197575,0.19481817505080123,0.19481817505080123,rmse_value,prottrans_albert
-0.0024482372235501426,-0.0024482372235501426,-0.0015621451649692197,-0.0015621451649692197,r2_value,esm1v
0.07601164492380445,0.07601164492380445,0.037954121330124636,0.037954121330124636,mse_value,esm1v
0.27570209452197575,0.27570209452197575,0.19481817505080123,0.19481817505080123,rmse_value,esm1v
-0.0024482372235501426,-0.0024482372235501426,-0.0015621451649692197,-0.0015621451649692197,r2_value,prottrans_t5_xlu50
0.07601164492380445,0.07601164492380445,0.037954121330124636,0.037954121330124636,mse_value,prottrans_t5_xlu50
0.27570209452197575,0.27570209452197575,0.19481817505080123,0.19481817505080123,rmse_value,prottrans_t5_xlu50
-0.0024482372235501426,-0.0024482372235501426,-0.0015621451649692197,-0.0015621451649692197,r2_value,prottrans_bert
0.07601164492380445,0.07601164492380445,0.037954121330124636,0.037954121330124636,mse_value,prottrans_bert
0.27570209452197575,0.27570209452197575,0.19481817505080123,0.19481817505080123,rmse_value,prottrans_bert
-0.0024482372235501426,-0.0024482372235501426,-0.0015621451649692197,-0.0015621451649692197,r2_value,prottrans_t5bdf
0.07601164492380445,0.07601164492380445,0.037954121330124636,0.037954121330124636,mse_value,prottrans_t5bdf
0.27570209452197575,0.27570209452197575,0.19481817505080123,0.19481817505080123,rmse_value,prottrans_t5bdf
-0.0024482372235501426,-0.0024482372235501426,-0.0015621451649692197,-0.0015621451649692197,r2_value,prottrans_xlnet
0.07601164492380445,0.07601164492380445,0.037954121330124636,0.037954121330124636,mse_value,prottrans_xlnet
0.27570209452197575,0.27570209452197575,0.19481817505080123,0.19481817505080123,rmse_value,prottrans_xlnet
