description,r2_value,mean_abs_error_value,mean_square_error_value,fit_time,score_time,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_median_absolute_error,test_neg_root_mean_squared_error,test_r2,iteration
KernelRidge,0.2394534486818105,0.2096498315720007,0.2379682675849102,0.8259068965911865,0.1491854190826416,-0.5514988611346969,-0.21474731584767257,-0.05860027125259547,-0.2219602950738373,-0.24205842290965887,0.22796056792593652,18
GaussianProcessRegressor,-0.07759017392630319,0.20077101243726864,0.28325850557048515,23.828340911865233,6.391055965423584,-1.686993074093848,-0.22004946719437082,-0.09143376527000904,-0.16142623346144136,-0.30191609729279584,-0.20524221185694086,18
BayesianRidge,0.5074124008373827,0.15544749549413261,0.19151283506640918,1.296459674835205,0.007104301452636718,-0.6234128598248422,-0.15795430875972782,-0.03778032536175603,-0.1383365010615948,-0.1943138453647627,0.5019668557797067,18
TweedieRegressor,0.0004969077266352429,0.2494889076085194,0.27280242044808656,0.03170785903930664,0.00699615478515625,-0.4607760874468824,-0.2528955531081356,-0.07583983553446053,-0.284823628229016,-0.27538495989659195,0.0007726394435031425,18
SGDRegressor,-7.958183453119011e+16,58508293.14173451,76977379.29949206,3.581799602508545,0.007000160217285156,-418311807.4219052,-54464714.05617569,-5492187556763661.0,-41579980.807132915,-73379660.37344654,-7.228302359890749e+16,18
PassiveAggressiveRegressor,-0.891271806722645,0.29513972879899264,0.3752607329894642,0.1327512741088867,0.00702052116394043,-0.5179269329549461,-0.25559669907694876,-0.08910890229402146,-0.2427515598698145,-0.29648526133216385,-0.17151486897635163,18
GradientBoostingRegressor,0.44317930279267936,0.16856541557701335,0.20361690561081391,107.55603485107422,0.010598850250244141,-0.5820707357577948,-0.17169573507456265,-0.04326254113442417,-0.15287542081039765,-0.20795287824970016,0.42995784572243867,18
HistGradientBoostingRegressor,0.5307847649753736,0.14888510287939966,0.18691415885311055,13.845061445236206,0.016991615295410156,-0.6054090914946254,-0.1546860500947049,-0.03738996659549162,-0.13014449186585125,-0.19330319363251586,0.507368167453755,18
AdaBoostRegressor,0.24436919277192237,0.2123607217840122,0.23719797452792474,43.83952331542969,0.03384213447570801,-0.492167188724872,-0.2149709761815141,-0.05724619004128878,-0.22365591394474588,-0.23922134133192255,0.24596152825755602,18
RandomForestRegressor,0.4499776963596711,0.1705137472832991,0.20237007777434907,274.8395631313324,0.03268365859985352,-0.5704441777374,-0.17503149098554935,-0.04246479987656248,-0.16418954902300004,-0.2060122463366391,0.4405261644984127,18
ExtraTreesRegressor,0.4889732455688114,0.1630261187223557,0.19506437798338735,63.924496269226076,0.03736610412597656,-0.5630726359820001,-0.16850665291640082,-0.0397168848704169,-0.15468034005800002,-0.1992468401294604,0.4767597462036212,18
BaggingRegressor,0.38702149614317694,0.17590295099769512,0.21363813136158044,28.394652938842775,0.022248268127441406,-0.6410453351800001,-0.17737075896958948,-0.04666731666117384,-0.15785330108,-0.21596279025592868,0.38522304660560125,18
DecisionTreeRegressor,-0.1583487381043316,0.21365109633944473,0.29368097491240563,4.597418260574341,0.007727909088134766,-0.8044247134000001,-0.22052833517282563,-0.08964709769592433,-0.1492004258,-0.2992341611963084,-0.1817093024379628,18
SVR,0.012767692298671696,0.24536955868644764,0.27112266701301824,5.265588903427124,1.9814356327056886,-0.4453741156601277,-0.24875505121165875,-0.07499784434019212,-0.27079911775204424,-0.2738513883156638,0.011873895857680061,18
KNeighborsRegressor,0.46381513956583686,0.14998292583698272,0.19980825264725677,0.021572399139404296,0.24306821823120117,-0.67405376688,-0.15455929368673565,-0.04264918382588444,-0.11414934491999999,-0.20649726260644843,0.43803666061307645,18
PLSRegression,0.17641273312071126,0.2159284056248795,0.2476343918514525,0.072304105758667,0.008641433715820313,-0.6427778588144127,-0.21899292344560348,-0.06230909867068153,-0.21934651098499316,-0.24957340921752333,0.1792051724517058,18
